genre,genreno,filename,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
press_rep,1,ca29,0.011656953,0.043297252,0.005828476,0.013322231,0.041631973,0.023313905,0.09408826,0.018318068,0.014154871,0.059117402
press_rep,1,ca30,0.008122744,0.044223827,0.00631769,0.018050542,0.033393502,0.027978339,0.082129964,0.022563177,0.008122744,0.044223827
press_rep,1,ca31,0.018018018,0.054873055,0.004914005,0.021294021,0.045045045,0.037674038,0.116298116,0.010647011,0.018018018,0.071253071
press_rep,1,ca32,0.025225225,0.042342342,0.006306306,0.014414414,0.051351351,0.04954955,0.118018018,0.027927928,0.020720721,0.058558559
press_rep,1,ca33,0.011383538,0.056042032,0.008756567,0.011383538,0.061295972,0.029772329,0.131348511,0.029772329,0.021891419,0.067425569
press_rep,1,ca34,0.02676182,0.047279215,0.007136485,0.038358608,0.016949153,0.06779661,0.142729706,0.025869759,0.014272971,0.088314005
press_rep,1,ca35,0.024557957,0.041257367,0.015717092,0.038310413,0.033398821,0.055992141,0.162082515,0.030451866,0.023575639,0.107072692
press_rep,1,ca36,0.035217794,0.050973123,0.014828545,0.042632067,0.043558851,0.078776645,0.120481928,0.018535681,0.025949954,0.095458758
press_rep,1,ca37,0.046374368,0.037099494,0.021079258,0.053962901,0.021079258,0.099494098,0.094435076,0.036256324,0.016863406,0.084317032
press_rep,1,ca38,0.027001862,0.043761639,0.00744879,0.032588454,0.034450652,0.083798883,0.072625698,0.026070764,0.029795158,0.038175047
press_rep,1,ca39,0.023648649,0.046452703,0.011824324,0.016047297,0.029560811,0.040540541,0.084459459,0.016891892,0.021114865,0.05152027
press_rep,1,ca40,0.014345992,0.054852321,0.010126582,0.018565401,0.035443038,0.043037975,0.10464135,0.023628692,0.021940928,0.074261603
press_rep,1,ca41,0.022181146,0.046210721,0.009242144,0.04805915,0.026802218,0.066543438,0.095194085,0.018484288,0.021256932,0.058225508
press_rep,1,ca42,0.024850043,0.036846615,0.01285347,0.026563839,0.018851757,0.041988003,0.100257069,0.010282776,0.011139674,0.092544987
press_rep,1,ca43,0.008488964,0.039049236,0.003395586,0.016129032,0.022071307,0.05008489,0.068760611,0.01188455,0.006791171,0.036502547
press_rep,1,ca44,0.010928962,0.044626594,0.003642987,0.013661202,0.029143898,0.030054645,0.147540984,0.014571949,0.012750455,0.091074681
press_ed,1,cb01,0.026385224,0.058927001,0.012313105,0.050131926,0.040457344,0.067722076,0.144239226,0.035180299,0.023746702,0.107299912
press_ed,1,cb02,0.027555556,0.04,0.010666667,0.040888889,0.024888889,0.071111111,0.099555556,0.029333333,0.016,0.084444444
press_ed,1,cb03,0.033431662,0.059980334,0.018682399,0.053097345,0.039331367,0.079646018,0.133726647,0.040314651,0.03539823,0.095378564
press_ed,1,cb04,0.026605505,0.050458716,0.011926606,0.036697248,0.027522936,0.068807339,0.124770642,0.026605505,0.02293578,0.09266055
press_ed,1,cb05,0.030918728,0.06360424,0.00795053,0.026501767,0.043286219,0.065371025,0.120141343,0.02385159,0.020318021,0.085689046
press_ed,1,cb06,0.026064292,0.035621199,0.011294526,0.038227628,0.022589053,0.076455256,0.111207646,0.026064292,0.012163336,0.082536924
press_ed,1,cb07,0.032317636,0.0710988,0.01754386,0.031394275,0.031394275,0.076638966,0.144044321,0.033240997,0.022160665,0.096029548
press_ed,1,cb08,0.024590164,0.078893443,0.017418033,0.034836066,0.075819672,0.069672131,0.146516393,0.035860656,0.032786885,0.099385246
press_ed,1,cb09,0.020676692,0.039473684,0.011278195,0.026315789,0.020676692,0.04887218,0.078007519,0.028195489,0.012218045,0.035714286
press_ed,1,cb10,0.014985015,0.067932068,0.008991009,0.014985015,0.052947053,0.048951049,0.114885115,0.025974026,0.023976024,0.063936064
press_ed,1,cb11,0.016638935,0.034109817,0.011647255,0.038269551,0.024958403,0.054076539,0.110648918,0.017470882,0.012479201,0.064891847
press_ed,1,cb12,0.025157233,0.04851752,0.010781671,0.026954178,0.035040431,0.050314465,0.118598383,0.026055705,0.011680144,0.073674753
press_ed,1,cb13,0.015468608,0.032757052,0.016378526,0.018198362,0.049135578,0.055505005,0.1155596,0.026387625,0.020928116,0.066424022
press_ed,1,cb14,0.049056604,0.044339623,0.032075472,0.05,0.031132075,0.101886792,0.088679245,0.051886792,0.031132075,0.071698113
press_ed,1,cb15,0.010054845,0.056672761,0.005484461,0.041133455,0.031078611,0.049360146,0.144424132,0.033820841,0.018281536,0.110603291
press_ed,1,cb16,0.02461258,0.060164084,0.016408387,0.031905196,0.039197812,0.059252507,0.123974476,0.022789426,0.016408387,0.079307201
press_ed,1,cb17,0.026137464,0.057115198,0.01839303,0.047434656,0.03678606,0.066795741,0.132623427,0.028073572,0.026137464,0.090029042
press_ed,1,cb18,0.034644195,0.058052434,0.014044944,0.046816479,0.036516854,0.070224719,0.129213483,0.02247191,0.018726592,0.109550562
press_ed,1,cb19,0.026440038,0.049102927,0.018885741,0.05476865,0.045325779,0.071765817,0.130311615,0.03871577,0.02266289,0.085930123
press_ed,1,cb20,0.040149393,0.039215686,0.025210084,0.059757236,0.026143791,0.085901027,0.084033613,0.042016807,0.024276377,0.068160598
press_ed,1,cb21,0.029493088,0.043317972,0.016589862,0.057142857,0.026728111,0.086635945,0.09124424,0.025806452,0.01843318,0.067281106
press_ed,1,cb22,0.028751123,0.049415993,0.012578616,0.041329739,0.02785265,0.070979335,0.161725067,0.026055705,0.017070979,0.102425876
press_ed,1,cb23,0.0390625,0.03515625,0.014648438,0.046875,0.021484375,0.078125,0.09375,0.024414063,0.018554688,0.079101563
press_ed,1,cb24,0.019520852,0.046140195,0.021295475,0.023070098,0.032830524,0.057675244,0.07985803,0.031943212,0.020408163,0.047914818
press_ed,1,cb25,0.036346692,0.054054054,0.019571295,0.054054054,0.032618826,0.085740913,0.095060578,0.030754893,0.030754893,0.077353215
press_ed,1,cb26,0.043314501,0.057438795,0.016949153,0.055555556,0.036723164,0.087570621,0.117702448,0.042372881,0.026365348,0.081920904
press_ed,1,cb27,0.02359882,0.042281219,0.012782694,0.034414946,0.030481809,0.075712881,0.110127827,0.030481809,0.019665683,0.079646018
press_rev,1,cc01,0.026450512,0.04778157,0.010238908,0.027303754,0.042662116,0.042662116,0.107508532,0.029010239,0.023890785,0.055460751
press_rev,1,cc02,0.02092415,0.042720139,0.011333915,0.022667829,0.052310375,0.024411508,0.122929381,0.029642546,0.027027027,0.059285092
press_rev,1,cc03,0.017179024,0.040687161,0.008137432,0.028028933,0.05244123,0.046112116,0.14556962,0.028028933,0.025316456,0.079566004
press_rev,1,cc04,0.027573529,0.051470588,0.019301471,0.022977941,0.061580882,0.042279412,0.125919118,0.035845588,0.035845588,0.0625
press_rev,1,cc05,0.027803522,0.037071362,0.017608897,0.036144578,0.03429101,0.058387396,0.115848007,0.02502317,0.023169601,0.070435589
press_rev,1,cc06,0.032947462,0.053428317,0.016918967,0.044523598,0.045414069,0.07747106,0.117542297,0.041852182,0.026714159,0.070347284
press_rev,1,cc07,0.024146545,0.045795171,0.009991674,0.020815987,0.073272273,0.041631973,0.145711907,0.044129892,0.03080766,0.054954205
press_rev,1,cc08,0.013673655,0.048313582,0.005469462,0.017319964,0.051048314,0.036463081,0.108477666,0.040109389,0.026435734,0.051048314
press_rev,1,cc09,0.023152271,0.050756901,0.007123776,0.031166518,0.06856634,0.043633126,0.123775601,0.037399822,0.03205699,0.065004452
press_rev,1,cc10,0.015232975,0.040322581,0.015232975,0.02688172,0.034946237,0.05734767,0.102150538,0.024193548,0.024193548,0.048387097
press_rev,1,cc11,0.01986755,0.055463576,0.015728477,0.025662252,0.05794702,0.039735099,0.128311258,0.027317881,0.025662252,0.091887417
press_rev,1,cc12,0.011914894,0.041702128,0.012765957,0.016170213,0.05106383,0.045106383,0.130212766,0.045957447,0.023829787,0.06212766
press_rev,1,cc13,0.015398551,0.048007246,0.012681159,0.020833333,0.035326087,0.04076087,0.109601449,0.02173913,0.015398551,0.067028986
press_rev,1,cc14,0.02108678,0.04541768,0.01216545,0.02595296,0.065693431,0.03568532,0.133819951,0.03649635,0.03081914,0.058394161
press_rev,1,cc15,0.018936635,0.031318281,0.009468318,0.023306628,0.032774945,0.042971595,0.082301529,0.026219956,0.020393299,0.037144938
press_rev,1,cc16,0.028783658,0.042711235,0.023212628,0.050139276,0.032497679,0.074280409,0.119777159,0.032497679,0.023212628,0.074280409
press_rev,1,cc17,0.032948929,0.037891269,0.048599671,0.045304778,0.031301483,0.093080725,0.088138386,0.05107084,0.016474465,0.051894563
religion,1,cd01,0.043478261,0.061505832,0.032873807,0.057264051,0.033934252,0.071049841,0.167550371,0.043478261,0.025450689,0.078472959
religion,1,cd02,0.027168234,0.051201672,0.012539185,0.029258098,0.031347962,0.065830721,0.126436782,0.021943574,0.007314525,0.072100313
religion,1,cd03,0.008078995,0.061041293,0.00448833,0.023339318,0.05475763,0.033213645,0.126570916,0.02064632,0.02064632,0.1005386
religion,1,cd04,0.087552743,0.119198312,0.082278481,0.110759494,0.064345992,0.119198312,0.130801688,0.082278481,0.054852321,0.099156118
religion,1,cd05,0.046979866,0.04506232,0.025886865,0.052732502,0.030680729,0.087248322,0.145733461,0.041227229,0.012464046,0.091083413
religion,1,cd06,0.01865285,0.097409326,0.020725389,0.047668394,0.096373057,0.062176166,0.177202073,0.035233161,0.020725389,0.149222798
religion,1,cd07,0.0625,0.075211864,0.032838983,0.108050847,0.064618644,0.120762712,0.144067797,0.043432203,0.015889831,0.109110169
religion,1,cd08,0.010232558,0.028837209,0.006511628,0.014883721,0.018604651,0.029767442,0.103255814,0.010232558,0.012093023,0.056744186
religion,1,cd09,0.006145742,0.092186128,0.007023705,0.019315189,0.067603161,0.030728709,0.16856892,0.014925373,0.009657594,0.100087796
religion,1,cd10,0.026948989,0.043310876,0.02213667,0.041385948,0.036573628,0.064485082,0.109720885,0.023099134,0.012512031,0.102983638
religion,1,cd11,0.062374245,0.081488934,0.03722334,0.102615694,0.032193159,0.1277666,0.14084507,0.075452716,0.038229376,0.078470825
religion,1,cd12,0.025524157,0.041020966,0.010027347,0.025524157,0.022789426,0.04922516,0.144940747,0.019143118,0.010938924,0.098450319
religion,1,cd13,0.016632017,0.029106029,0.009355509,0.021829522,0.036382536,0.03950104,0.108108108,0.022869023,0.01975052,0.058212058
religion,1,cd14,0.026581118,0.054078827,0.019248396,0.040329973,0.061411549,0.068744271,0.138405133,0.03299725,0.021998167,0.091659028
religion,1,cd15,0.036166365,0.043399638,0.015370705,0.04159132,0.049728752,0.05244123,0.139240506,0.025316456,0.029837251,0.084990958
religion,1,cd16,0.030090271,0.120361083,0.061183551,0.10330993,0.130391174,0.070210632,0.218655968,0.037111334,0.025075226,0.146439318
religion,1,cd17,0.025193798,0.049418605,0.012596899,0.037790698,0.052325581,0.052325581,0.106589147,0.026162791,0.024224806,0.064922481
skill_hob,1,ce01,0.005586592,0.02886406,0.00744879,0.014897579,0.023277467,0.024208566,0.094040968,0.014897579,0.014897579,0.047486034
skill_hob,1,ce02,0.012732615,0.054848188,0.02546523,0.013712047,0.059745348,0.049951028,0.11165524,0.021547502,0.022526934,0.072477963
skill_hob,1,ce03,0.053357866,0.04323827,0.015639374,0.099356026,0.015639374,0.089236431,0.081876725,0.035878565,0.011959522,0.039558418
skill_hob,1,ce04,0.019873532,0.050587173,0.004516712,0.013550136,0.071364047,0.037940379,0.141824752,0.03071364,0.03432701,0.074977416
skill_hob,1,ce05,0.007407407,0.048148148,0.006481481,0.010185185,0.035185185,0.02962963,0.088888889,0.012037037,0.019444444,0.062962963
skill_hob,1,ce06,0.006445672,0.041436464,0.001841621,0.014732965,0.02946593,0.015653775,0.114180479,0.006445672,0.010128913,0.066298343
skill_hob,1,ce07,0.009377664,0.023870418,0.004262575,0.014492754,0.008525149,0.021312873,0.043478261,0.008525149,0.00511509,0.029838022
skill_hob,1,ce08,0.007684918,0.02209414,0.00192123,0.010566763,0.008645533,0.02401537,0.09221902,0.012487992,0.003842459,0.064361191
skill_hob,1,ce09,0.021138211,0.05203252,0.014634146,0.016260163,0.044715447,0.037398374,0.093495935,0.014634146,0.029268293,0.060162602
skill_hob,1,ce10,0.040920716,0.035805627,0.009377664,0.05370844,0.021312873,0.0571185,0.079283887,0.019607843,0.023017903,0.031543052
skill_hob,1,ce11,0.020091324,0.024657534,0.010958904,0.016438356,0.02283105,0.039269406,0.077625571,0.015525114,0.010045662,0.034703196
skill_hob,1,ce12,0.015241321,0.055884843,0.00169348,0.021168501,0.055884843,0.039796782,0.130397968,0.011854361,0.027942422,0.041490262
skill_hob,1,ce13,0.016236867,0.029608405,0.005730659,0.011461318,0.027698185,0.025787966,0.089780325,0.013371538,0.012416428,0.044890162
skill_hob,1,ce14,0.016773163,0.042332268,0.010383387,0.011182109,0.032747604,0.033546326,0.07827476,0.006389776,0.019169329,0.03514377
skill_hob,1,ce15,0.00962963,0.035555556,0.002222222,0.00962963,0.015555556,0.039259259,0.065925926,0.017037037,0.016296296,0.038518519
skill_hob,1,ce16,0.016791045,0.021455224,0.008395522,0.013059701,0.009328358,0.050373134,0.057835821,0.018656716,0.005597015,0.026119403
skill_hob,1,ce17,0.025665399,0.029467681,0.014258555,0.033269962,0.019011407,0.046577947,0.087452471,0.017110266,0.014258555,0.045627376
skill_hob,1,ce18,0.018298262,0.017383349,0.007319305,0.019213175,0.01189387,0.032936871,0.091491308,0.002744739,0.009149131,0.053979872
skill_hob,1,ce19,0.018078021,0.058991437,0.013320647,0.028544244,0.042816365,0.053282588,0.145575642,0.022835395,0.035204567,0.062797336
skill_hob,1,ce20,0.022242817,0.031510658,0.00463392,0.021316033,0.020389249,0.046339203,0.075069509,0.013901761,0.016682113,0.051899907
skill_hob,1,ce21,0.002777778,0.062962963,0.003703704,0.012037037,0.049074074,0.028703704,0.142592593,0.005555556,0.021296296,0.067592593
skill_hob,1,ce22,0.029746282,0.060367454,0.012248469,0.034995626,0.083989501,0.047244094,0.155730534,0.044619423,0.031496063,0.070866142
skill_hob,1,ce23,0.00923361,0.041551247,0.012003693,0.012003693,0.040627886,0.034164358,0.10710988,0.028624192,0.02677747,0.060941828
skill_hob,1,ce24,0.016267943,0.057416268,0.006698565,0.013397129,0.03923445,0.038277512,0.149282297,0.022966507,0.016267943,0.072727273
skill_hob,1,ce25,0.008810573,0.043171806,0.004405286,0.024669604,0.020264317,0.037885463,0.10660793,0.012334802,0.00969163,0.07753304
skill_hob,1,ce26,0.012195122,0.048780488,0.002814259,0.015009381,0.029080675,0.036585366,0.153846154,0.012195122,0.016885553,0.072232645
skill_hob,1,ce27,0.020817271,0.062451812,0.021588281,0.034695451,0.020817271,0.048573631,0.084040093,0.023130301,0.01387818,0.035466461
skill_hob,1,ce28,0.018850987,0.063734291,0.007181329,0.02513465,0.02962298,0.044883303,0.135547576,0.017055655,0.024236984,0.093357271
skill_hob,1,ce29,0.012048193,0.052826691,0.031510658,0.012974977,0.036144578,0.032437442,0.184430028,0.031510658,0.026876738,0.108433735
skill_hob,1,ce30,0.013345196,0.071174377,0.005338078,0.03024911,0.047153025,0.042704626,0.127224199,0.022241993,0.016903915,0.066725979
skill_hob,1,ce31,0.042372881,0.053389831,0.000847458,0.046610169,0.033898305,0.055932203,0.095762712,0.009322034,0.009322034,0.057627119
skill_hob,1,ce32,0.010695187,0.061497326,0.004456328,0.02228164,0.041889483,0.028520499,0.167557932,0.019607843,0.016934046,0.113190731
skill_hob,1,ce33,0.009208103,0.033149171,0.006445672,0.018416206,0.016574586,0.026703499,0.08747698,0.005524862,0.009208103,0.069060773
skill_hob,1,ce34,0.011372868,0.033306255,0.008935825,0.014622258,0.018683997,0.038992689,0.062550772,0.01056052,0.02112104,0.03493095
skill_hob,1,ce35,0.011565836,0.041814947,0.008896797,0.015124555,0.026690391,0.026690391,0.088078292,0.012455516,0.014234875,0.056049822
skill_hob,1,ce36,0.011753183,0.045053869,0.00489716,0.009794319,0.015670911,0.029382958,0.079333986,0.010773751,0.014691479,0.029382958
pop_lore,1,cf01,0.037140204,0.049210771,0.015784587,0.029712163,0.027855153,0.072423398,0.105849582,0.033426184,0.017641597,0.077065924
pop_lore,1,cf02,0.045539033,0.040892193,0.028810409,0.06598513,0.018587361,0.085501859,0.06598513,0.034386617,0.023234201,0.053903346
pop_lore,1,cf03,0.020153551,0.045105566,0.017274472,0.030710173,0.025911708,0.056621881,0.113243762,0.024952015,0.033589251,0.071976967
pop_lore,1,cf04,0.014834206,0.051483421,0.020942408,0.019197208,0.034904014,0.04973822,0.10034904,0.013961606,0.018324607,0.067190227
pop_lore,1,cf05,0.012594458,0.050377834,0.010075567,0.034424853,0.020990764,0.043660789,0.072208228,0.017632242,0.016792611,0.060453401
pop_lore,1,cf06,0.013118063,0.055499495,0.012108981,0.020181635,0.060544904,0.036326942,0.132189707,0.026236125,0.02926337,0.059535822
pop_lore,1,cf07,0.031368821,0.071292776,0.013307985,0.062737643,0.067490494,0.086501901,0.155893536,0.045627376,0.02756654,0.088403042
pop_lore,1,cf08,0.028571429,0.057142857,0.011059908,0.034101382,0.047926267,0.058986175,0.114285714,0.023041475,0.020276498,0.075576037
pop_lore,1,cf09,0.025024062,0.032723773,0.023099134,0.035611165,0.042348412,0.068334937,0.10105871,0.029836381,0.012512031,0.073147257
pop_lore,1,cf10,0.052727273,0.053636364,0.053636364,0.082727273,0.026363636,0.11,0.102727273,0.060909091,0.021818182,0.081818182
pop_lore,1,cf11,0.013286094,0.0425155,0.010628875,0.028343667,0.026572188,0.059344553,0.072630647,0.031000886,0.011514615,0.030115146
pop_lore,1,cf12,0.016443988,0.041109969,0.017471737,0.022610483,0.021582734,0.045220966,0.094552929,0.031860226,0.019527235,0.049331963
pop_lore,1,cf13,0.010919017,0.100090992,0.012738854,0.024567789,0.057324841,0.049135578,0.118289354,0.024567789,0.032757052,0.082802548
pop_lore,1,cf14,0.055172414,0.037438424,0.037438424,0.073891626,0.01773399,0.093596059,0.081773399,0.048275862,0.020689655,0.054187192
pop_lore,1,cf15,0.041970803,0.062956204,0.019160584,0.065693431,0.040145985,0.073905109,0.149635036,0.035583942,0.011861314,0.125
pop_lore,1,cf16,0.024021352,0.051601423,0.016014235,0.034697509,0.018683274,0.057829181,0.091637011,0.024021352,0.015124555,0.052491103
pop_lore,1,cf17,0.010462075,0.024411508,0.011333915,0.019180471,0.015693112,0.0418483,0.075850044,0.015693112,0.010462075,0.074978204
pop_lore,1,cf18,0.039084843,0.042897998,0.025738799,0.048617731,0.040038132,0.069590086,0.095328885,0.043851287,0.015252622,0.055290753
pop_lore,1,cf19,0.018281536,0.032906764,0.015539305,0.021937843,0.02559415,0.049360146,0.106032907,0.018281536,0.012797075,0.064899452
pop_lore,1,cf20,0.053320861,0.032740879,0.028999065,0.056127222,0.032740879,0.084190833,0.089803555,0.033676333,0.022450889,0.052385407
pop_lore,1,cf21,0.025233645,0.024299065,0.013084112,0.052336449,0.011214953,0.057943925,0.085981308,0.029906542,0.026168224,0.042990654
pop_lore,1,cf22,0.052859619,0.029462738,0.01559792,0.064124783,0.014731369,0.095320624,0.09965338,0.028596187,0.012998267,0.056325823
pop_lore,1,cf23,0.03125,0.0390625,0.016601563,0.056640625,0.028320313,0.094726563,0.125976563,0.0390625,0.012695313,0.083007813
pop_lore,1,cf24,0.02285192,0.037477148,0.02285192,0.029250457,0.038391225,0.060329068,0.087751371,0.021023766,0.029250457,0.056672761
pop_lore,1,cf25,0.00990991,0.03963964,0.010810811,0.024324324,0.03963964,0.047747748,0.103603604,0.016216216,0.016216216,0.077477477
pop_lore,1,cf26,0.030797101,0.02807971,0.038949275,0.039855072,0.022644928,0.09692029,0.059782609,0.04076087,0.009057971,0.035326087
pop_lore,1,cf27,0.01842871,0.045586809,0.013579049,0.027158099,0.028128031,0.05528613,0.0785645,0.024248303,0.021338506,0.050436469
pop_lore,1,cf28,0.030583874,0.064874884,0.019462465,0.037998146,0.051899907,0.063021316,0.126969416,0.035217794,0.015755329,0.075996293
pop_lore,1,cf29,0.021459227,0.049785408,0.010300429,0.020600858,0.039484979,0.034334764,0.13304721,0.023175966,0.012017167,0.088412017
pop_lore,1,cf30,0.020018198,0.037306642,0.010919017,0.024567789,0.029117379,0.034576888,0.101910828,0.010009099,0.013648772,0.066424022
pop_lore,1,cf31,0.027466938,0.048830112,0.02034588,0.04069176,0.01525941,0.063072228,0.078331638,0.031536114,0.022380468,0.052899288
pop_lore,1,cf32,0.019102197,0.054441261,0.009551098,0.016236867,0.044890162,0.036294174,0.141356256,0.021012416,0.021967526,0.074498567
pop_lore,1,cf33,0.020192308,0.05,0.0125,0.029807692,0.038461538,0.042307692,0.150961538,0.020192308,0.022115385,0.117307692
pop_lore,1,cf34,0.011695906,0.022556391,0.015037594,0.010860485,0.020050125,0.020885547,0.079365079,0.004177109,0.009189641,0.043441938
pop_lore,1,cf35,0.016838167,0.026192703,0.005612722,0.015902713,0.01777362,0.042095416,0.062675398,0.012160898,0.008419083,0.03554724
pop_lore,1,cf36,0.028712871,0.030693069,0.021782178,0.040594059,0.017821782,0.076237624,0.074257426,0.028712871,0.024752475,0.031683168
pop_lore,1,cf37,0.019047619,0.087830688,0.010582011,0.028571429,0.078306878,0.034920635,0.164021164,0.021164021,0.02010582,0.117460317
pop_lore,1,cf38,0.027280477,0.040068201,0.012787724,0.020460358,0.029838022,0.05370844,0.093776641,0.021312873,0.019607843,0.043478261
pop_lore,1,cf39,0.014209591,0.063943162,0.014209591,0.031083481,0.046181172,0.053285968,0.130550622,0.029307282,0.013321492,0.069271758
pop_lore,1,cf40,0.028495102,0.044523598,0.016918967,0.048085485,0.016918967,0.079252004,0.129118433,0.03205699,0.012466607,0.082813891
pop_lore,1,cf41,0.009208103,0.040515654,0.008287293,0.011049724,0.037753223,0.014732965,0.093001842,0.015653775,0.018416206,0.052486188
pop_lore,1,cf42,0.054865424,0.044513458,0.033126294,0.073498965,0.035196687,0.116977226,0.098343685,0.063146998,0.01863354,0.067287785
pop_lore,1,cf43,0.021904762,0.07047619,0.01047619,0.02952381,0.037142857,0.045714286,0.094285714,0.032380952,0.037142857,0.040952381
pop_lore,1,cf44,0.013599275,0.041704442,0.007252947,0.032638259,0.038077969,0.042611061,0.15593835,0.027198549,0.007252947,0.102447869
pop_lore,1,cf45,0.017142857,0.040952381,0.012380952,0.034285714,0.032380952,0.044761905,0.101904762,0.02,0.016190476,0.091428571
pop_lore,1,cf46,0.033989267,0.045617174,0.023255814,0.025939177,0.040250447,0.068872987,0.104651163,0.024150268,0.029516995,0.094812165
pop_lore,1,cf47,0.014851485,0.059405941,0.005940594,0.01980198,0.046534653,0.032673267,0.12970297,0.016831683,0.021782178,0.065346535
pop_lore,1,cf48,0.072604066,0.034849952,0.024201355,0.054211036,0.041626331,0.109390126,0.154888674,0.038722168,0.016456922,0.112294288
bel_bio_mem,1,cg01,0.039292731,0.029469548,0.018664047,0.04518664,0.02848723,0.086444008,0.103143418,0.038310413,0.013752456,0.068762279
bel_bio_mem,1,cg02,0.018399264,0.035878565,0.011959522,0.030358786,0.02575897,0.04599816,0.110395584,0.021159154,0.018399264,0.084636615
bel_bio_mem,1,cg03,0.021701389,0.0234375,0.008680556,0.046875,0.012152778,0.047743056,0.078125,0.018229167,0.015625,0.050347222
bel_bio_mem,1,cg04,0.027027027,0.031031031,0.034034034,0.037037037,0.026026026,0.071071071,0.058058058,0.038038038,0.021021021,0.044044044
bel_bio_mem,1,cg05,0.016330451,0.042267051,0.013448607,0.017291066,0.045148895,0.043227666,0.099903939,0.032660903,0.021133525,0.052833814
bel_bio_mem,1,cg06,0.032286996,0.06367713,0.008071749,0.025112108,0.065470852,0.038565022,0.134529148,0.04573991,0.035874439,0.076233184
