genre,genreno,filename,count,tokens,richness,pleasantness,activation,imagery,word_1,word_2,word_af,word_also,word_american,word_another,word_arlene,word_around,word_back,word_bdikkat,word_business,word_came,word_car,word_christ,word_christian,word_church,word_come,word_could,word_day,word_development,word_door,word_ekstrohm,word_even,word_eyes,word_face,word_feed,word_first,word_fiscal,word_general,word_get,word_go,word_god,word_good,word_got,word_government,word_great,word_hal,word_helva,word_home,word_house,word_jack,word_jazz,word_know,word_last,word_life,word_like,word_line,word_little,word_long,word_looked,word_made,word_make,word_man,word_many,word_may,word_members,word_men,word_mercer,word_mike,word_mother,word_mr,word_mrs,word_much,word_music,word_must,word_never,word_new,word_number,word_old,word_one,word_people,word_power,word_president,word_program,word_public,word_right,word_said,word_school,word_see,word_shall,word_ship,word_spirit,word_state,word_states,word_still,word_system,word_tax,word_things,word_thought,word_three,word_time,word_two,word_united,word_us,word_use,word_used,word_war,word_water,word_way,word_week,word_well,word_went,word_work,word_world,word_would,word_year,word_years
press_rep,1,ca11,1242,800,0.644122383,1.900104781,1.85493745,2.109694555,1,2,1,2,6,1,1,3,2,1,1,2,1,1,1,1,2,1,4,1,1,1,1,1,3,1,10,1,1,1,2,1,2,5,1,1,1,1,1,3,3,1,2,8,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,7,1,2,6,1,1,1,3,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,10,3,12,1,1,1,1,1,1,1,3,2,2,1,3,1,3,1
press_rep,1,ca12,1195,682,0.570711297,1.903988321,1.87404854,1.992457421,1,1,1,1,2,2,1,2,7,1,1,3,1,1,1,1,1,2,2,1,1,1,3,1,1,1,4,1,2,6,1,1,5,4,1,1,1,1,3,1,3,1,3,9,1,3,3,2,3,1,7,1,1,1,1,2,2,1,3,1,1,1,4,1,1,3,3,1,1,12,1,1,1,1,1,5,12,3,1,1,1,1,6,1,2,1,1,1,2,8,6,9,1,2,3,1,1,1,3,9,2,4,5,1,3,5,4
press_rep,1,ca13,1163,754,0.648323302,1.920653878,1.857573823,2.08531856,4,1,1,2,4,4,1,2,6,1,2,4,1,1,1,1,2,1,3,1,1,1,1,1,1,1,12,1,1,2,2,1,5,4,1,2,1,1,12,1,2,1,4,6,1,1,4,2,2,1,6,1,3,4,5,1,3,1,1,1,1,2,2,1,1,3,6,1,1,6,1,1,1,1,1,2,8,1,2,1,1,1,1,1,3,1,1,1,1,5,2,13,1,1,1,2,1,1,3,1,2,2,1,4,3,5,2
press_rep,1,ca14,1172,788,0.672354949,1.925925127,1.852071066,2.01928934,1,1,1,5,2,4,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,3,1,2,3,3,1,2,2,1,1,1,1,2,1,1,1,1,7,1,4,3,1,4,1,2,2,6,2,1,2,1,2,1,1,1,2,3,1,3,2,10,1,3,9,1,1,2,1,1,3,8,2,1,1,1,2,1,3,1,1,1,1,1,2,1,6,3,1,1,1,1,1,3,1,1,2,1,3,6,6,7
press_rep,1,ca15,1158,750,0.647668394,1.995392667,1.877389867,1.986933333,7,2,1,7,2,1,1,1,3,1,1,3,1,1,1,1,1,9,6,1,1,1,3,1,1,1,7,1,1,4,1,1,4,2,1,3,2,1,9,1,1,1,2,9,1,3,1,3,3,2,2,2,3,2,10,1,8,1,1,1,1,2,7,1,1,4,4,1,2,2,2,2,1,1,1,2,12,1,2,1,1,3,2,1,1,1,1,1,2,2,3,3,1,1,2,1,1,1,2,4,3,1,1,2,5,7,3
press_rep,1,ca16,1254,888,0.708133971,2.013178817,1.847320633,2.13562586,1,2,1,5,2,2,1,3,9,1,2,1,1,1,1,2,4,1,5,1,1,1,3,1,1,1,5,1,2,4,2,1,1,1,1,1,1,1,5,3,3,1,2,5,1,1,1,1,1,1,1,3,3,3,4,3,1,1,1,3,8,21,1,1,2,2,13,1,4,5,3,1,4,1,1,2,1,3,2,1,1,1,2,2,3,1,1,1,1,2,4,1,3,1,2,1,1,1,2,2,2,2,1,5,2,4,3
press_rep,1,ca17,1222,797,0.652209493,2.024204803,1.822940175,2.134206696,3,5,1,4,1,2,1,1,4,1,2,2,2,1,2,6,1,1,2,1,1,1,3,1,1,1,6,1,1,1,3,1,2,1,1,3,1,1,9,3,1,1,1,2,2,3,1,1,1,1,3,2,5,5,5,4,3,1,1,2,12,53,1,4,1,1,9,4,3,6,1,1,3,2,2,1,3,3,3,1,1,1,4,1,1,2,1,1,1,2,1,3,1,1,1,1,2,1,3,4,1,2,2,4,1,1,2
press_rep,1,ca18,1267,753,0.594317285,2.016472817,1.809962273,2.077759473,3,3,1,4,1,2,1,1,2,1,4,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,7,2,2,2,3,3,1,3,1,2,1,1,6,1,1,1,4,9,2,1,1,3,28,98,2,2,1,2,6,2,2,3,1,1,2,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,2,1,3,1,1,1,3,2,1,2,1,3,4,4
press_rep,1,ca19,1197,766,0.639933166,1.85437156,1.802488188,2.022706422,3,3,1,5,1,2,1,1,3,1,3,1,4,1,1,1,2,1,1,2,2,1,1,1,3,1,5,1,3,1,2,1,1,2,1,1,1,1,6,6,1,1,1,6,1,1,1,1,1,1,5,1,2,2,1,3,3,1,1,2,11,5,1,1,3,1,3,4,2,3,1,1,4,2,3,2,26,3,1,1,1,1,6,2,1,1,1,2,1,3,3,6,1,1,4,2,1,1,1,2,1,1,3,1,3,2,6
press_rep,1,ca20,1220,782,0.640983607,1.877607314,1.810869065,1.995923261,1,1,1,10,9,1,1,3,2,1,1,1,3,1,1,1,1,5,2,3,1,1,1,1,1,1,8,1,1,3,2,1,2,2,3,1,1,1,2,2,1,1,5,4,1,2,1,2,1,1,5,2,4,3,2,3,3,1,1,2,1,3,4,1,1,1,4,1,3,3,2,3,2,1,1,1,14,3,1,1,3,1,1,7,2,1,1,1,1,6,2,10,7,1,1,5,1,2,3,2,2,4,3,2,9,3,8
press_rep,1,ca21,1239,794,0.640839387,1.882390687,1.83440291,2.018393481,3,2,1,6,2,5,1,2,2,1,1,4,5,1,1,2,1,3,5,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,6,3,3,1,2,5,1,1,2,2,2,1,4,2,1,2,2,1,2,1,1,6,1,14,1,1,2,2,4,4,1,7,2,1,2,1,2,1,22,8,1,1,1,1,3,2,2,1,1,1,1,4,2,5,3,1,1,2,1,1,2,2,1,1,1,3,7,3,2
press_rep,1,ca22,1227,745,0.607171964,1.898826453,1.832927639,2.02514828,2,2,1,4,1,1,1,1,1,1,1,1,6,1,5,5,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,6,2,1,1,1,1,1,1,1,3,2,1,2,2,4,1,1,1,1,1,1,1,4,14,1,1,1,3,1,1,1,3,5,2,1,4,1,1,25,1,1,4,1,1,7,1,2,1,2,1,2,5,1,12,1,1,1,1,2,1,1,2,1,2,3,2,5,2,3
press_rep,1,ca23,1264,838,0.662974684,1.923533,1.7967615,1.98475,2,1,2,6,1,1,1,1,1,1,6,3,2,1,1,1,1,2,5,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,3,1,1,1,3,1,1,1,1,7,1,2,1,1,2,1,3,1,1,3,2,3,3,1,1,1,4,13,2,2,2,1,5,1,1,5,3,1,3,7,4,1,13,7,1,1,1,1,7,2,1,2,1,1,1,3,3,3,2,1,1,2,1,1,1,5,1,3,2,1,4,4,4
press_rep,1,ca24,1248,809,0.648237179,1.842822657,1.812680071,2.06405694,3,1,1,3,3,1,1,1,3,1,2,1,9,1,1,1,1,2,2,1,2,1,1,1,1,1,6,1,3,1,2,1,2,2,1,1,1,1,4,5,1,1,1,9,3,1,3,1,2,1,6,1,3,1,3,6,6,1,1,1,17,2,1,1,1,1,6,1,1,10,1,4,4,1,2,1,18,7,1,1,2,1,8,1,1,1,4,1,1,3,5,10,2,1,2,2,1,1,2,1,1,2,3,1,3,5,3
press_rep,1,ca25,1232,840,0.681818182,1.85553728,1.86295,1.982619647,3,3,1,2,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,1,1,4,1,1,5,2,1,1,1,3,1,1,1,3,2,1,1,1,3,2,2,1,2,1,1,5,3,3,1,2,2,1,1,1,1,1,2,1,1,1,3,3,2,2,2,3,2,6,1,1,1,19,1,1,1,1,1,2,1,1,2,2,1,1,4,3,3,1,1,1,1,5,3,3,3,1,2,3,2,3,3,4
press_rep,1,ca26,1207,725,0.6006628,1.943317076,1.765908772,1.917426901,1,1,1,6,1,2,1,2,3,1,3,4,3,1,1,1,1,2,1,1,1,1,3,1,2,1,10,1,2,4,2,1,2,3,1,1,1,1,2,1,1,1,1,6,1,3,4,2,3,1,3,4,1,7,2,2,4,1,2,1,1,1,1,1,2,1,8,2,1,4,3,1,1,3,5,2,3,1,1,1,1,1,2,3,1,4,2,2,2,3,3,2,1,1,1,2,1,1,1,4,2,1,2,2,3,8,4
press_rep,1,ca27,1214,801,0.659802306,1.89927589,1.831129966,1.805740528,4,2,1,5,4,2,1,3,3,1,2,1,1,1,1,1,2,4,2,2,1,1,3,1,3,1,2,1,2,5,2,1,3,2,2,5,1,1,2,1,1,1,1,2,1,2,2,1,1,2,3,3,1,1,2,1,1,1,1,1,1,1,2,1,5,2,16,3,2,2,2,1,9,1,2,1,16,1,2,1,1,1,1,1,2,4,1,4,2,1,3,4,1,3,1,2,2,1,4,2,3,1,3,2,7,5,3
press_rep,1,ca28,1196,709,0.592809365,1.895833932,1.784413214,1.935940803,4,2,1,3,1,2,1,2,3,1,4,1,1,1,1,1,2,4,2,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,6,1,1,1,2,1,2,1,1,9,1,2,2,1,1,1,3,2,1,3,6,1,1,1,1,1,4,1,2,1,3,1,8,1,2,2,2,1,6,4,2,1,7,1,2,1,1,1,5,3,3,1,21,1,1,4,1,7,1,1,2,1,1,1,1,2,3,1,1,1,4,22,3
press_rep,1,ca29,1201,915,0.761865112,2.009957351,1.783948609,2.113112583,1,1,1,3,1,1,1,2,6,1,1,3,1,1,2,1,2,2,2,1,1,1,1,2,1,2,3,1,1,1,5,1,2,1,1,2,1,1,2,1,2,1,2,2,2,3,3,4,3,1,1,1,1,5,1,3,3,1,1,3,3,5,2,2,2,1,5,1,3,8,1,1,4,1,2,1,1,2,2,1,1,1,2,2,3,1,1,1,1,3,5,6,1,1,2,4,1,1,2,2,2,1,3,1,1,2,1
press_rep,1,ca30,1108,769,0.694043321,1.972484874,1.782696218,2.049019608,1,1,1,4,1,2,1,1,1,1,2,3,14,1,1,1,1,6,3,2,1,1,4,2,1,1,2,1,2,2,4,1,1,5,1,1,1,1,3,2,1,1,1,5,2,4,1,4,4,1,2,2,2,3,1,1,1,1,1,4,8,14,2,2,1,2,9,2,1,5,3,1,1,1,1,1,2,10,2,1,1,2,2,1,2,1,1,1,1,3,4,7,1,2,2,2,1,1,3,2,1,3,5,1,4,3,1
press_rep,1,ca31,1221,831,0.680589681,2.016201513,1.823836822,2.05220681,1,3,1,5,3,3,1,3,2,1,4,1,1,4,10,12,1,2,4,1,1,1,2,1,1,1,8,1,1,2,1,1,5,2,1,1,2,1,4,3,3,2,1,3,3,3,1,3,2,1,1,1,2,2,6,2,1,1,1,1,3,5,1,1,1,2,10,1,1,5,2,1,2,8,3,1,3,8,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,1,1,1,2,1,3,9,3,1,1,3,1,1,3
press_rep,1,ca32,1110,831,0.748648649,2.002464791,1.85693534,2.033769634,2,1,1,3,5,2,1,2,3,1,1,1,7,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,4,1,1,2,1,1,4,1,1,4,3,1,1,1,3,2,2,2,4,3,2,3,2,5,3,5,5,2,2,1,1,1,1,3,3,5,1,4,1,3,5,4,1,2,3,1,3,4,1,4,1,1,3,1,1,1,1,1,2,2,3,4,2,1,2,2,1,1,2,3,6,1,3,2,1,4,3,2
press_rep,1,ca33,1142,749,0.6558669,2.006071698,1.826273821,2.042688679,1,1,1,2,5,2,1,3,1,1,1,2,1,1,2,1,2,5,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,2,1,3,1,1,5,17,1,1,2,3,3,1,1,2,2,1,3,1,1,4,1,5,2,1,1,1,2,6,3,9,1,1,6,1,1,7,4,1,8,1,1,1,7,4,2,1,1,1,1,4,1,1,1,1,2,2,2,3,5,1,1,1,1,1,2,1,1,4,9,2,3,2,5
press_rep,1,ca34,1121,645,0.575379126,1.851128555,1.848087762,1.774358974,1,1,1,5,1,4,1,1,3,1,1,3,1,1,1,1,3,4,1,1,1,1,8,1,1,1,4,1,2,1,1,1,1,2,3,1,1,1,1,5,1,1,1,8,1,1,1,2,2,1,4,5,1,2,7,1,3,1,1,1,19,1,1,1,1,1,7,1,1,5,1,3,19,1,1,1,2,1,1,1,1,6,1,1,2,1,1,1,1,2,10,4,2,1,1,1,4,1,3,5,2,2,1,4,11,4,1
press_rep,1,ca35,1018,610,0.599214145,1.93857375,1.824542273,1.788181818,1,1,1,5,14,2,1,1,1,1,4,1,1,1,1,2,3,4,1,2,1,1,5,1,1,1,5,1,2,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,2,4,1,7,9,1,1,1,1,1,1,3,1,2,3,3,3,1,7,1,2,2,1,2,1,1,5,4,1,1,5,2,1,1,4,1,1,1,3,1,3,1,1,2,1,1,1,2,1,3,1,2,2,4,1,3
press_rep,1,ca36,1079,742,0.687673772,1.819821853,1.834671259,1.832304038,1,1,1,1,2,1,1,1,2,1,7,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,2,1,4,2,1,1,2,1,4,3,1,1,1,2,1,1,2,1,1,2,1,1,2,1,3,2,1,5,2,1,1,1,1,1,2,1,1,1,8,2,6,3,1,5,2,2,1,2,4,2,2,1,1,1,2,1,1,2,1,3,1,2,1,1,3,1,4,2,2,1,1,1,5,3,2,1,4,2,9,1,1
press_rep,1,ca37,1186,802,0.676222597,1.798030414,1.815362367,1.89443787,3,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,1,6,4,1,1,1,1,1,1,1,2,1,1,2,2,1,1,4,3,1,1,1,1,8,1,1,1,7,1,2,1,3,1,1,5,2,8,1,1,3,2,1,1,1,1,1,3,1,1,2,10,2,2,8,1,5,5,3,3,2,11,1,4,1,1,1,6,2,1,1,1,1,1,7,4,5,3,1,1,3,9,1,1,7,2,2,4,3,6,2,4
press_rep,1,ca38,1074,612,0.569832402,1.883478439,1.837205688,2.02010582,1,2,1,1,1,2,1,3,7,1,1,4,1,1,1,1,2,3,11,1,1,1,6,1,1,1,14,1,1,2,2,1,5,3,1,1,1,1,1,1,2,1,1,9,1,2,1,1,4,1,2,1,1,5,1,1,2,1,1,1,1,1,3,1,1,2,1,1,2,14,2,1,1,1,1,1,3,1,2,1,1,1,1,1,4,1,1,1,1,5,5,4,1,1,1,2,1,1,3,3,4,2,1,1,3,2,3
press_rep,1,ca39,1184,727,0.61402027,2.006660096,1.867883774,2.060817308,2,2,1,1,4,1,1,1,2,1,1,6,1,1,1,1,1,1,4,1,1,1,4,2,1,1,5,1,1,5,2,1,5,4,1,3,1,1,24,2,1,1,1,3,1,2,1,2,2,1,5,1,5,1,2,1,5,1,1,1,1,1,3,1,2,5,7,1,1,10,2,1,1,1,2,3,6,2,3,1,1,1,1,1,2,1,1,2,2,7,4,13,1,1,2,2,1,1,3,3,3,2,2,3,6,6,4
press_rep,1,ca40,1185,863,0.728270042,1.942698943,1.812063276,1.966974901,1,4,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,1,2,1,2,1,3,3,1,1,3,5,1,2,1,1,4,3,2,1,3,13,1,3,1,2,3,1,3,1,3,2,3,2,1,1,1,1,1,1,3,1,1,5,7,2,5,6,4,1,1,1,3,2,7,6,2,1,1,1,6,1,5,1,1,1,1,2,7,6,1,1,1,1,2,1,2,8,3,8,1,3,4,6,7
press_rep,1,ca41,1082,723,0.668207024,1.874110318,1.836691465,1.870318471,1,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,2,2,3,2,1,1,4,1,1,1,5,1,1,2,2,1,2,2,14,4,1,1,1,2,1,1,1,2,2,1,1,5,1,1,2,2,4,4,6,2,1,1,1,1,1,1,4,1,1,2,4,2,2,8,4,2,4,3,2,1,2,1,1,1,1,1,1,4,3,3,1,1,1,2,5,2,5,2,2,1,4,1,1,1,3,1,1,2,7,1,1
press_rep,1,ca42,1167,792,0.678663239,1.851499745,1.79501352,1.997193878,1,2,1,4,2,1,1,2,3,1,3,2,1,1,1,1,2,3,3,1,3,1,2,1,1,1,3,1,2,2,4,1,1,3,2,2,1,1,3,5,2,1,2,8,1,8,1,1,2,1,3,1,10,1,1,3,4,2,1,1,7,1,2,1,1,2,5,1,4,7,1,1,20,1,1,3,8,1,3,2,1,1,2,1,4,1,1,1,4,3,3,3,2,2,1,1,1,1,2,9,1,1,1,2,8,1,3
press_rep,1,ca43,1178,660,0.560271647,1.879318876,1.782936966,1.911460674,2,1,1,3,5,3,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,4,1,1,7,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,12,5,1,1,1,1,1,1,1,4,1,1,1,10,1,1,4,1,1,3,1,1,1,2,1,4,1,2,1,4,1,4,1,1,2,1,3,4,4,1,1,2,1,1,2,3,2,2,1,1,2,3,3,5
press_rep,1,ca44,1098,686,0.624772313,1.908121627,1.786215632,1.844111349,1,1,1,5,1,1,1,3,1,1,2,1,1,1,1,1,1,3,4,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,2,1,1,2,1,3,1,1,2,7,5,2,1,1,1,1,1,3,2,5,2,11,3,1,5,2,1,1,4,7,2,1,1,2,1,1,1,12,1,2,24,2,1,1,1,1,2,1,1,5,2,1,1,1,2,5,1,2,3,2,3,2
press_ed,1,cb01,1137,816,0.7176781,1.895867008,1.862339249,1.794311718,1,1,1,2,6,2,1,2,1,1,1,2,1,1,1,1,3,3,4,6,2,1,5,2,1,1,1,4,4,1,3,1,10,1,5,4,1,1,2,2,1,1,2,4,1,3,1,2,1,1,4,3,1,3,2,3,2,1,1,1,1,1,4,1,2,1,6,1,2,4,4,4,2,4,7,4,2,2,1,2,1,2,11,6,2,3,4,2,1,1,3,2,5,3,5,1,5,1,5,3,5,2,3,1,7,7,4
press_ed,1,cb02,1125,778,0.691555556,1.86455059,1.831045637,1.876886792,1,1,1,2,6,2,1,1,3,1,2,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,2,2,2,2,3,1,2,1,6,1,1,1,2,4,1,1,1,4,1,3,1,4,2,1,4,3,3,2,6,5,4,1,1,1,11,1,3,1,7,2,7,1,1,4,3,3,5,1,3,2,3,1,1,1,1,1,7,5,3,1,1,2,1,2,4,4,4,1,1,3,5,1,1,1,1,1,1,3,13,4,2
press_ed,1,cb03,1017,759,0.746312684,1.893021134,1.813985052,1.855670103,1,2,1,3,9,3,1,1,3,1,2,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,2,2,1,1,8,1,3,2,1,1,1,12,1,1,1,3,2,1,1,1,6,1,4,2,8,1,1,1,3,1,1,1,14,1,4,1,2,3,4,2,2,7,1,2,2,1,2,3,4,1,2,1,1,1,1,4,2,1,1,2,1,1,7,5,7,3,3,1,2,1,1,2,2,2,3,6,9,2,2
press_ed,1,cb04,1090,825,0.756880734,1.886636993,1.820325179,1.843675418,2,2,1,1,4,1,1,2,1,1,3,2,1,1,2,1,2,3,1,2,1,1,2,1,2,1,1,1,1,3,2,1,5,1,5,1,1,1,1,2,1,1,3,3,2,1,1,2,3,1,2,3,1,2,1,4,1,1,1,1,4,1,2,1,3,2,3,1,2,10,5,1,2,2,13,3,1,1,4,2,1,2,7,3,1,2,1,1,1,2,4,4,4,4,2,1,4,2,3,2,2,1,1,5,5,4,2
press_ed,1,cb05,1132,801,0.707597173,1.875472216,1.825843743,1.869115959,2,1,1,4,12,4,1,2,1,1,4,1,1,1,1,1,1,2,3,1,1,1,5,1,1,3,7,1,1,3,2,1,1,1,4,1,1,1,1,3,1,1,1,3,2,2,2,5,4,2,3,1,2,4,9,3,2,1,1,1,16,1,3,1,5,1,5,1,1,2,4,3,5,3,3,2,3,1,3,1,1,1,6,4,2,1,2,1,1,2,4,4,3,1,1,1,2,1,2,4,2,1,3,5,8,3,6
press_ed,1,cb06,1151,788,0.684622068,1.838787013,1.837192444,1.851239669,1,1,1,4,2,3,1,1,3,1,4,1,1,1,1,1,3,4,1,6,1,1,2,2,1,1,2,2,2,2,3,1,3,1,8,3,1,1,1,3,1,1,1,3,1,1,5,3,4,1,1,4,4,3,6,1,1,1,1,1,7,1,3,1,3,1,15,1,1,3,2,4,10,3,3,2,2,3,1,1,2,1,2,6,2,1,1,1,1,1,2,1,6,2,2,2,4,1,1,1,2,1,1,1,5,3,2
press_ed,1,cb07,1083,762,0.703601108,1.862910674,1.840235843,1.835730337,2,1,1,2,2,3,1,4,1,1,2,1,1,1,1,1,3,2,1,1,1,1,5,1,1,1,5,3,6,2,3,1,3,1,5,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,3,4,2,4,5,2,2,1,1,1,2,1,1,1,7,1,10,4,1,6,1,6,1,7,8,3,1,2,2,5,1,1,2,5,1,1,2,1,1,1,3,1,6,2,3,2,1,1,1,2,2,1,2,4,3,1,3
